customer_id,age,income,gender,city,signup_date,last_purchase_amount,churn
87,44.0,16720.0,Female,Mumbai,2022-11-14,7454.0,Yes
88,38.0,22416.5,Male,Delhi,2018-12-27,1692.0,Yes
89,30.0,36250.0,Female,Chennai,2018-05-22,1152.0,Yes
90,40.0,13179.0,Male,Bangalore,2019-05-31,2618.0,No
91,11.0,22993.0,M,Chennai,2020-12-16,1392.0,No
92,45.0,22416.5,Male,Chennai,2020-02-23,2757.0,No
93,28.0,29360.0,Female,Delhi,2020-10-25,3668.0,No
94,32.0,26908.0,Female,Chennai,2023-03-17,1922.0,No
95,31.0,41049.0,Male,Chennai,2018-10-15,1408.0,No
96,20.0,16220.0,Male,Bangalore,2022-05-25,548.0,No
97,38.0,18734.0,Male,Delhi,2020-11-23,1689.0,No
98,38.0,12243.0,Female,Chennai,2022-12-09,462.0,No
99,35.0,16872.0,Male,Mumbai,2018-06-18,6624.0,Yes
100,35.0,27622.0,F,Delhi,2018-01-15,1922.0,No
101,21.0,34690.0,Female,Mumbai,2018-07-06,503.0,No
102,31.0,12666.0,Male,Chennai,2020-11-30,77.0,Yes
103,32.0,37115.0,Female,Bangalore,2020-02-09,3114.0,No
104,27.0,56068.375,M,Delhi,2018-02-20,3039.0,Yes
105,35.0,28228.0,Male,Mumbai,2019-01-24,1922.0,Yes
106,39.0,56068.375,Male,Chennai,2021-08-16,223.0,No
107,54.0,13846.0,Male,Delhi,2018-08-22,1581.0,Yes
108,37.0,10438.0,M,Chennai,2023-04-06,1118.0,No
109,35.0,7576.0,Female,Delhi,2019-06-03,3391.0,No
110,34.0,54048.0,Female,Chennai,2020-05-03,2793.0,Yes
111,16.0,32618.0,F,Chennai,2022-05-13,1360.0,No
112,35.0,21304.0,F,Bangalore,2020-10-28,737.0,Yes
113,36.0,26055.0,Female,Bangalore,2022-06-06,7715.75,No
114,59.0,11212.0,F,Chennai,2023-06-23,1922.0,No
115,33.0,56068.375,Male,Bangalore,2018-09-24,3497.0,Yes
116,38.0,23802.0,Male,Delhi,2023-03-05,454.0,Yes
117,35.0,23521.0,Male,Chennai,2021-10-04,1994.0,No
118,23.0,34046.0,Male,Bangalore,2018-10-26,84.0,No
119,46.0,29396.0,Female,Bangalore,2018-09-23,2112.0,Yes
120,43.0,25193.0,Unknown,Delhi,2020-06-22,7715.75,No
121,43.0,13708.0,Male,Delhi,2020-06-15,1455.0,No
122,26.0,29228.0,Male,Mumbai,2021-10-13,119.0,No
123,49.0,56068.375,Female,Bangalore,2018-06-24,94.0,No
124,21.0,56068.375,Unknown,Bangalore,2020-12-23,1473.0,No
125,41.0,56068.375,Male,Mumbai,2021-10-29,523.0,No
126,57.0,16208.0,Female,Chennai,2022-05-08,71.0,No
127,25.0,22416.5,Male,Mumbai,2021-08-11,4234.0,No
128,29.0,20425.0,Male,Bangalore,2020-07-20,1840.0,Yes
129,36.0,22775.0,Female,Delhi,2023-01-30,1024.0,No
130,30.0,42468.0,Female,Chennai,2023-03-19,6910.0,No
131,19.0,7979.0,Male,Mumbai,2019-03-31,370.0,No
132,36.0,55145.0,Female,Bangalore,2022-10-27,7715.75,No
133,24.0,20034.0,Female,Mumbai,2018-10-04,1130.0,No
134,35.0,17049.0,F,Chennai,2019-11-11,6579.0,No
135,26.0,12001.0,Female,Mumbai,2020-12-11,2771.0,No
136,50.0,8161.0,Female,Mumbai,2022-10-22,7715.75,No
137,35.0,36095.0,Female,Mumbai,2019-06-02,7715.75,Yes
138,32.0,23017.0,Female,Mumbai,2021-06-08,1021.0,No
139,43.0,10158.0,Male,Mumbai,2022-08-01,7715.75,No
140,23.0,10127.0,Male,Delhi,2021-04-02,1480.0,Yes
141,37.0,18007.0,Male,Bangalore,2018-10-22,1461.0,No
142,48.0,56068.375,M,Delhi,2022-08-22,1248.0,No
143,19.0,18850.0,Male,Bangalore,2018-11-02,1922.0,No
144,37.0,8938.0,Female,Chennai,2020-02-09,502.0,Yes
145,38.0,19007.0,Female,Chennai,2020-10-25,1922.0,Yes
146,43.0,18702.0,Male,Bangalore,2020-06-12,2341.0,No
147,23.0,4367.0,Female,Delhi,2019-09-19,4305.0,Yes
148,22.0,21320.0,Female,Delhi,2018-11-23,5381.0,No
149,40.0,19176.0,F,Delhi,2022-11-16,1742.0,No
150,38.0,22416.5,Male,Mumbai,2022-08-15,1080.0,Yes
151,38.0,56068.375,Female,Bangalore,2020-09-27,901.0,No
152,35.0,43301.0,F,Chennai,2020-11-01,1922.0,No
153,28.0,22416.5,Unknown,Bangalore,2020-07-14,178.0,No
154,37.0,22416.5,Female,Bangalore,2018-10-25,1258.0,No
155,38.0,56068.375,Female,Chennai,2023-03-06,945.0,No
156,28.0,22823.0,Female,Chennai,2021-12-29,7715.75,No
157,54.0,22211.0,F,Mumbai,2021-09-17,2447.0,No
158,40.0,21710.0,Female,Delhi,2022-03-26,1280.0,No
159,23.0,24806.0,Male,Chennai,2023-02-14,2606.0,No
160,42.0,20199.0,Unknown,Chennai,2020-04-26,450.0,No
161,25.0,15612.0,Female,Mumbai,2020-06-29,1761.0,No
162,43.0,15865.0,Female,Bangalore,2020-05-20,2952.0,No
163,47.0,21598.0,Male,Mumbai,2018-03-21,2014.0,Yes
164,35.0,15898.0,Female,Delhi,2022-08-15,1541.0,No
165,45.0,14361.0,Female,Chennai,2022-06-15,7715.75,Yes
166,39.0,23479.0,Female,Bangalore,2022-09-20,6369.0,No
167,35.0,18902.0,Male,Delhi,2023-06-07,2930.0,No
168,54.0,54306.0,Female,Bangalore,2018-01-20,2528.0,No
169,33.0,4489.0,Female,Mumbai,2021-09-11,2908.0,No
170,27.0,42400.0,Male,Mumbai,2023-01-23,674.0,No
171,26.0,46521.0,Female,Chennai,2019-12-14,1508.0,No
172,27.0,6348.0,Female,Bangalore,2021-10-13,1922.0,No
173,34.0,17933.0,F,Bangalore,2018-05-02,1936.0,No
174,38.0,17626.0,M,Chennai,2019-03-29,2349.0,No
175,35.0,9466.0,Female,Chennai,2020-11-20,775.0,No
176,43.0,13812.0,M,Delhi,2022-05-26,7715.75,Yes
177,35.0,11312.0,F,Bangalore,2019-05-13,7206.0,No
178,50.0,56068.375,Female,Mumbai,2023-03-26,1922.0,No
179,32.0,22416.5,Male,Bangalore,2019-02-23,2287.0,No
180,59.0,47237.0,Female,Chennai,2020-02-04,6120.0,Yes
181,41.0,33962.0,F,Bangalore,2019-11-16,420.0,No
182,26.0,11188.0,M,Bangalore,2019-08-26,4689.0,Yes
183,24.0,16079.0,M,Delhi,2019-03-14,400.0,No
184,40.0,29544.0,Female,Delhi,2022-03-11,4743.0,No
185,33.0,22416.5,F,Chennai,2018-03-29,968.0,No
186,42.0,33786.0,Male,Delhi,2021-02-28,1922.0,Yes
187,40.0,19069.0,Female,Bangalore,2018-06-28,7715.75,No
188,35.0,17590.0,Male,Bangalore,2018-05-25,483.0,No
189,27.0,33745.0,Male,Chennai,2022-11-12,1863.0,No
190,35.0,28755.0,Female,Chennai,2022-06-14,7715.75,No
191,31.0,17737.0,Female,Delhi,2019-01-15,1922.0,Yes
192,44.0,44161.0,Female,Bangalore,2019-08-11,5975.0,No
193,37.0,11514.0,Female,Bangalore,2022-04-29,2666.0,No
194,59.0,22416.5,Female,Delhi,2021-10-22,1412.0,No
195,37.0,31441.0,Male,Delhi,2019-10-08,1010.0,Yes
196,39.0,22416.5,Female,Chennai,2019-12-23,1922.0,No
197,26.0,26787.0,Male,Mumbai,2021-05-31,4304.0,No
198,37.0,10398.0,Male,Chennai,2020-04-28,1466.0,No
199,36.0,38346.0,Female,Delhi,2021-02-01,2148.0,Yes
200,24.0,19713.0,Female,Mumbai,2018-03-22,2034.0,No
201,39.0,16097.0,Female,Chennai,2022-08-30,2583.0,Yes
202,41.0,41333.0,Female,Chennai,2021-08-17,1922.0,No
203,46.0,14435.0,Female,Chennai,2023-02-08,7715.75,Yes
204,46.0,22416.5,F,Bangalore,2019-03-11,1571.0,No
205,21.0,8656.0,Female,Bangalore,2021-05-18,5272.0,No
206,26.0,31685.0,Female,Chennai,2018-09-23,4338.0,No
207,40.0,10216.0,Male,Chennai,2020-02-01,2557.0,Yes
208,40.0,56068.375,Male,Chennai,2019-05-26,7715.75,No
209,40.0,6316.0,Female,Bangalore,2022-09-09,671.0,No
210,59.0,56068.375,Female,Delhi,2019-04-03,347.0,No
211,41.0,24999.0,Female,Bangalore,2022-12-26,5772.0,No
212,35.0,20785.0,Female,Delhi,2020-06-18,1735.0,Yes
213,45.0,15884.0,Female,Chennai,2023-03-11,5631.0,No
214,42.0,27987.0,M,Bangalore,2022-03-12,6707.0,Yes
215,32.0,21535.0,F,Chennai,2018-09-27,193.0,No
216,43.0,42701.0,M,Chennai,2018-03-27,6449.0,Yes
217,27.0,23589.0,Female,Chennai,2020-01-04,1784.0,No
218,33.0,24105.0,Male,Chennai,2022-09-02,2143.0,No
219,30.0,17709.0,Male,Mumbai,2018-05-04,2955.0,No
220,36.0,21287.0,Male,Bangalore,2023-02-02,7715.75,No
221,58.0,26494.0,Female,Bangalore,2019-08-02,58.0,No
222,16.0,7894.0,F,Delhi,2019-08-27,1944.0,No
223,42.0,9809.0,Male,Chennai,2018-07-17,3492.0,Yes
224,19.0,22416.5,Unknown,Mumbai,2021-04-22,3848.0,No
225,30.0,24404.0,Male,Chennai,2020-12-20,3538.0,Yes
226,35.0,19724.0,Unknown,Mumbai,2022-04-06,433.0,No
227,36.0,22271.0,Female,Chennai,2019-09-24,1067.0,No
228,24.0,27134.0,Male,Chennai,2022-12-08,1333.0,No
229,28.0,15933.0,Female,Bangalore,2020-10-04,4896.0,Yes
230,42.0,22416.5,Male,Bangalore,2019-02-02,980.0,No
231,35.0,24773.0,Male,Delhi,2023-06-24,710.0,No
232,37.0,12246.0,Male,Chennai,2021-07-21,7715.75,No
233,35.0,28140.0,F,Bangalore,2019-03-03,27.0,No
234,28.0,56068.375,Female,Mumbai,2020-06-06,1922.0,No
235,56.0,40843.0,Male,Chennai,2018-03-04,3389.0,Yes
236,41.0,29248.0,Female,Mumbai,2022-10-04,5289.0,No
237,15.0,25684.0,M,Bangalore,2019-12-10,1047.0,No
238,35.0,39720.0,Male,Chennai,2019-09-17,43.0,Yes
239,28.0,56068.375,Female,Mumbai,2018-12-19,4017.0,Yes
240,44.0,40482.0,Male,Bangalore,2022-11-06,1922.0,Yes
241,27.0,7299.0,Male,Chennai,2022-05-05,4047.0,No
242,34.0,10222.0,Female,Chennai,2022-11-15,462.0,No
243,40.0,15140.0,Male,Chennai,2020-01-03,4200.0,Yes
244,44.0,22374.0,Female,Bangalore,2018-10-15,4395.0,No
245,23.0,30049.0,M,Delhi,2023-06-03,3224.0,Yes
246,32.0,14251.0,Male,Mumbai,2019-09-06,4359.0,No
247,30.0,24638.0,Female,Mumbai,2021-11-21,5611.0,Yes
248,35.0,13999.0,Male,Chennai,2019-11-23,1922.0,No
249,53.0,15262.0,Female,Delhi,2022-10-19,7715.75,No
250,39.0,9471.0,Female,Delhi,2019-07-22,2006.0,No
251,22.0,22416.5,F,Chennai,2019-08-18,242.0,No
252,44.0,9789.0,Female,Delhi,2021-08-22,1570.0,No
253,56.0,12265.0,Male,Mumbai,2019-10-22,1568.0,No
254,45.0,22416.5,Female,Chennai,2021-08-01,205.0,Yes
255,20.0,12461.0,Female,Bangalore,2019-09-19,1287.0,Yes
256,30.0,56068.375,Female,Bangalore,2022-06-17,353.0,No
257,48.0,29614.0,F,Chennai,2023-01-08,4954.0,Yes
258,28.0,22416.5,F,Chennai,2019-01-12,7715.75,Yes
259,39.0,13161.0,Male,Delhi,2022-09-18,225.0,No
260,43.0,33530.0,Male,Mumbai,2019-11-18,7715.75,No
261,26.0,15594.0,Female,Bangalore,2019-09-25,2218.0,No
262,34.0,22416.5,Female,Bangalore,2018-09-27,1068.0,Yes
263,11.0,56068.375,F,Mumbai,2018-01-19,240.0,Yes
264,25.0,20793.0,Unknown,Mumbai,2023-03-12,2083.0,No
265,32.0,43895.0,Female,Chennai,2021-07-01,4747.0,Yes
266,35.0,14445.0,Male,Mumbai,2020-09-16,3684.0,Yes
267,51.0,21569.0,M,Delhi,2021-03-08,1922.0,No
268,21.0,56068.375,Male,Bangalore,2023-06-06,1922.0,No
269,31.0,15121.0,F,Chennai,2018-08-27,1547.0,No
270,36.0,56068.375,Female,Delhi,2019-03-26,1050.0,Yes
271,49.0,33680.0,Female,Chennai,2023-05-04,793.0,Yes
272,21.0,15717.0,Male,Bangalore,2019-10-14,990.0,No
273,47.0,32191.0,Female,Chennai,2021-01-03,4881.0,Yes
274,35.0,39479.0,Female,Bangalore,2018-03-29,7715.75,No
275,25.0,31987.0,Female,Delhi,2019-06-09,1558.0,No
276,40.0,8586.0,Male,Mumbai,2019-11-11,7097.0,No
277,37.0,14239.0,M,Chennai,2022-12-03,1164.0,No
278,29.0,18987.0,F,Delhi,2022-01-14,7715.75,Yes
279,36.0,21064.0,Male,Delhi,2020-12-27,769.0,No
280,31.0,31965.0,Male,Delhi,2018-11-28,3069.0,No
281,36.0,24505.0,Male,Chennai,2023-05-07,7715.75,No
282,42.0,9885.0,Female,Bangalore,2022-04-12,2775.0,Yes
283,51.0,27670.0,Female,Chennai,2018-06-16,1329.0,Yes
284,35.0,31772.0,Female,Delhi,2022-05-06,3131.0,No
285,56.0,22416.5,Male,Chennai,2022-10-23,393.0,No
286,15.0,42128.0,Female,Chennai,2019-08-24,6585.0,No
287,33.0,36328.0,Female,Bangalore,2023-06-20,1922.0,Yes
288,35.0,29013.0,Female,Chennai,2018-05-30,1790.0,No
289,35.0,21118.0,Female,Mumbai,2022-08-28,1922.0,No
290,29.0,8131.0,Male,Bangalore,2022-03-17,2941.0,No
291,33.0,28503.0,Female,Chennai,2021-12-23,223.0,No
292,30.0,22416.5,Female,Mumbai,2021-03-13,3443.0,Yes
293,29.0,25925.0,Female,Delhi,2018-06-29,831.0,No
294,43.0,10239.0,M,Bangalore,2022-04-12,3755.0,Yes
295,39.0,11515.0,Female,Delhi,2021-06-17,1922.0,No
296,28.0,41435.0,Female,Chennai,2022-03-22,4888.0,No
297,44.0,21510.0,Male,Chennai,2021-07-11,2412.0,No
298,38.0,33153.0,Male,Mumbai,2021-02-21,2203.0,No
299,43.0,22404.0,M,Bangalore,2022-06-26,463.0,Yes
300,41.0,22423.0,Female,Delhi,2018-11-16,4480.0,No
301,35.0,38676.0,Male,Mumbai,2019-01-29,950.0,No
302,29.0,16161.0,Male,Mumbai,2021-08-06,2060.0,Yes
303,42.0,23334.0,Male,Delhi,2022-11-09,1003.0,Yes
304,41.0,16691.0,F,Bangalore,2020-09-25,431.0,No
305,35.0,16972.0,Male,Chennai,2022-12-25,2979.0,Yes
306,36.0,22416.5,Male,Mumbai,2022-02-09,168.0,No
307,48.0,25167.0,Male,Chennai,2022-10-06,4143.0,No
308,29.0,16527.0,Female,Mumbai,2018-01-05,1146.0,No
309,40.0,46791.0,Male,Delhi,2018-12-29,0.0,Yes
310,33.0,12877.0,Female,Bangalore,2023-05-04,2147.0,No
311,33.0,22416.5,Male,Delhi,2022-05-25,144.0,No
312,46.0,16918.0,F,Chennai,2023-04-10,970.0,Yes
313,43.0,52480.0,Male,Bangalore,2021-02-21,3683.0,No
314,43.0,22416.5,Female,Chennai,2019-06-02,194.0,No
315,48.0,40909.0,F,Chennai,2023-02-27,5485.0,No
316,35.0,22416.5,Female,Chennai,2022-09-18,11.0,Yes
317,42.0,25854.0,Female,Chennai,2019-05-19,850.0,No
318,32.0,37563.0,Male,Delhi,2019-01-17,4052.0,Yes
319,38.0,22416.5,Male,Mumbai,2018-02-02,1141.0,Yes
320,34.0,41743.0,Female,Chennai,2021-12-08,322.0,No
321,36.0,16149.0,Female,Bangalore,2022-12-16,1340.0,No
322,41.0,51308.0,Female,Mumbai,2019-09-05,946.0,Yes
323,27.0,56068.375,Female,Chennai,2022-07-28,5549.0,Yes
324,35.0,17717.0,M,Delhi,2019-06-25,1128.0,Yes
325,25.0,16860.0,Female,Delhi,2022-09-15,4667.0,Yes
326,23.0,52682.0,Male,Mumbai,2021-01-26,6673.0,Yes
327,47.0,56068.375,Female,Chennai,2023-04-28,1707.0,Yes
328,35.0,16095.0,Female,Bangalore,2018-11-13,7222.0,No
329,35.0,17118.0,Male,Chennai,2019-11-13,1421.0,No
330,35.0,18600.0,Female,Mumbai,2021-09-24,7715.75,No
331,35.0,9831.0,Male,Mumbai,2022-04-07,281.0,No
332,26.0,12693.0,Female,Chennai,2018-01-12,3485.0,Yes
333,36.0,12058.0,Male,Delhi,2022-07-07,2043.0,No
334,28.0,13896.0,Female,Bangalore,2023-04-27,1471.0,No
335,45.0,21573.0,M,Chennai,2022-08-03,3005.0,No
336,34.0,25350.0,Male,Chennai,2020-03-25,3651.0,No
337,27.0,55843.0,Female,Mumbai,2018-10-29,1922.0,No
338,32.0,12100.0,M,Mumbai,2018-04-28,548.0,No
339,39.0,39759.0,Unknown,Delhi,2020-06-29,3745.0,Yes
340,29.0,19372.0,Male,Delhi,2022-05-05,3293.0,No
341,27.0,21382.0,Female,Chennai,2019-05-19,7715.75,No
342,37.0,33021.0,Male,Delhi,2020-01-01,4294.0,No
343,37.0,11230.0,Female,Chennai,2019-05-16,7715.75,No
344,30.0,27707.0,Unknown,Delhi,2021-04-23,3637.0,Yes
345,30.0,24340.0,Female,Delhi,2018-05-08,1062.0,No
346,37.0,22416.5,F,Mumbai,2018-04-08,334.0,No
347,21.0,26200.0,Female,Delhi,2020-08-03,4567.0,No
348,21.0,56068.375,Female,Bangalore,2020-06-03,3100.0,No
349,28.0,15023.0,Male,Bangalore,2018-09-06,148.0,Yes
350,33.0,16017.0,M,Delhi,2020-02-24,1339.0,No
351,35.0,15155.0,Male,Bangalore,2023-03-24,7715.75,No
352,50.0,15783.0,F,Bangalore,2022-10-16,2082.0,No
353,44.0,15026.0,M,Bangalore,2023-01-23,1701.0,No
354,35.0,44955.0,M,Delhi,2020-11-20,1836.0,No
355,35.0,51653.0,Male,Bangalore,2020-06-11,703.0,No
356,25.0,22416.5,Male,Chennai,2020-07-11,1380.0,Yes
357,35.0,13368.0,Male,Delhi,2021-03-12,1385.0,No
358,35.0,29227.0,Female,Delhi,2020-02-15,161.0,No
359,38.0,15814.0,Male,Chennai,2020-10-19,1922.0,No
360,27.0,32201.0,Unknown,Chennai,2019-09-14,1616.0,No
361,40.0,24878.0,Female,Chennai,2018-11-16,5181.0,No
362,50.0,22416.5,Male,Bangalore,2021-03-13,5698.0,Yes
363,34.0,55743.0,Female,Bangalore,2021-08-01,715.0,No
364,39.0,56068.375,Female,Delhi,2019-12-30,3213.0,Yes
365,42.0,15250.0,Female,Mumbai,2021-10-12,1918.0,No
366,31.0,17455.0,Female,Mumbai,2023-05-04,1922.0,Yes
367,37.0,26148.0,Unknown,Bangalore,2021-10-24,729.0,No
368,35.0,26921.0,Female,Delhi,2018-12-27,3398.0,No
369,36.0,32700.0,Female,Bangalore,2022-04-14,2808.0,Yes
370,27.0,56068.375,F,Chennai,2018-02-11,1050.0,No
371,35.0,19808.0,Male,Mumbai,2020-05-15,441.0,No
372,40.0,22416.5,Unknown,Chennai,2021-09-12,3164.0,Yes
373,50.0,9628.0,Male,Mumbai,2023-02-27,1922.0,No
374,45.0,14206.0,F,Bangalore,2019-08-21,1138.0,No
375,57.0,21593.0,Female,Mumbai,2019-05-13,3105.0,No
376,27.0,56068.375,F,Chennai,2020-12-20,1508.0,Yes
377,44.0,16146.0,F,Chennai,2018-08-31,3747.0,Yes
378,37.0,25192.0,F,Delhi,2018-12-01,666.0,Yes
379,35.0,21810.0,M,Chennai,2019-01-20,6628.0,Yes
380,27.0,44938.0,Male,Delhi,2019-11-12,1017.0,Yes
381,27.0,22416.5,Male,Bangalore,2019-09-12,1376.0,No
382,29.0,16018.0,Female,Mumbai,2021-06-18,180.0,No
383,14.0,16421.0,Male,Mumbai,2018-04-28,355.0,No
384,30.0,41212.0,Female,Mumbai,2023-03-02,2176.0,No
385,27.0,33161.0,Male,Bangalore,2021-11-12,934.0,Yes
386,37.0,56068.375,Female,Chennai,2021-09-12,5414.0,Yes
387,38.0,31268.0,Female,Chennai,2021-09-05,44.0,No
388,54.0,17755.0,F,Bangalore,2023-02-23,1430.0,Yes
389,45.0,22416.5,Male,Mumbai,2021-09-26,1235.0,No
390,29.0,42840.0,F,Chennai,2020-11-05,59.0,No
391,35.0,36037.0,Unknown,Delhi,2019-10-14,398.0,No
392,40.0,29863.0,Female,Delhi,2022-05-02,1601.0,No
393,22.0,41773.0,Female,Delhi,2019-09-30,2037.0,No
394,53.0,44426.0,M,Mumbai,2022-07-31,1554.0,No
395,47.0,22416.5,Male,Bangalore,2020-10-30,2271.0,No
396,35.0,32507.0,Female,Chennai,2022-03-18,2713.0,No
397,18.0,19925.0,Female,Mumbai,2022-12-21,30.0,No
398,49.0,24053.0,Male,Mumbai,2021-07-29,1871.0,No
399,59.0,45429.0,Female,Chennai,2019-07-06,7715.75,No
400,47.0,56068.375,Male,Bangalore,2023-02-26,2196.0,No
401,19.0,27480.0,Male,Bangalore,2019-09-03,1922.0,No
402,29.0,17396.0,Male,Delhi,2019-11-15,1121.0,No
403,35.0,22410.0,Female,Mumbai,2022-07-07,4462.0,Yes
404,35.0,22416.5,Female,Bangalore,2019-09-11,4447.0,No
405,30.0,24702.0,Female,Chennai,2021-10-08,2210.0,No
406,41.0,22649.0,Female,Chennai,2021-12-20,7715.75,No
407,24.0,9741.0,Male,Bangalore,2021-05-05,402.0,Yes
408,34.0,34467.0,Female,Chennai,2019-03-06,51.0,No
409,36.0,32445.0,Female,Delhi,2023-04-16,4411.0,No
410,35.0,56068.375,Male,Chennai,2021-05-25,4938.0,No
411,42.0,22416.5,Female,Bangalore,2018-05-12,384.0,No
412,24.0,25122.0,Male,Delhi,2021-03-28,926.0,No
413,20.0,25582.0,Female,Bangalore,2018-04-09,53.0,No
